,user_id,isbn,rating
108117,94347,0316198951,7.0
108121,246311,0316198951,8.0
108137,52917,0345427637,4.0
108144,88693,0345427637,10.0
108146,101606,0345427637,9.0
108153,140358,0345427637,5.0
108157,165758,0345427637,5.0
108158,170513,0345427637,8.0
108159,172742,0345427637,9.0
108163,214786,0345427637,5.0
108166,225763,0345427637,5.0
108169,233911,0345427637,1.0
108172,244685,0345427637,9.0
108179,173415,0375706143,8.0
108182,12982,0380012057,8.0
108183,25409,0380012057,8.0
108187,229329,0380012057,10.0
108193,203240,0440416027,8.0
108201,95359,0446314986,9.0
108208,129716,0446357200,8.0
108213,100906,0446674168,8.0
108221,224764,0451149173,2.0
108225,98391,0451458478,9.0
108231,88693,055321263X,9.0
108232,149907,055321263X,10.0
108235,11676,0553213105,8.0
108237,23902,0553213105,10.0
108240,32773,0553213105,8.0
108241,38281,0553213105,6.0
108244,47316,0553213105,10.0
108245,55187,0553213105,9.0
108249,78973,0553213105,7.0
108253,110934,0553213105,10.0
108260,181176,0553213105,8.0
108265,229011,0553213105,10.0
108266,242083,0553213105,2.0
108270,261829,0553213105,9.0
108272,264525,0553213105,10.0
108277,76626,0618066136,9.0
108284,81560,0671742515,7.0
108290,127200,0671742515,6.0
108309,23902,0679723161,10.0
108310,39467,0679723161,10.0
108319,69078,0679723161,9.0
108325,101606,0679723161,8.0
108327,105517,0679723161,9.0
108331,129716,0679723161,10.0
108332,134434,0679723161,8.0
108339,187145,0679723161,9.0
108343,242083,0679723161,10.0
108358,209516,0679759328,9.0
108360,30511,0767904427,8.0
108374,138844,1573220531,7.0
108379,8067,0671020293,10.0
108380,11676,0671020293,5.0
108381,35859,0671020293,7.0
108385,104636,0671020293,5.0
108386,143253,0671020293,10.0
108387,174304,0671020293,6.0
108388,216683,0671020293,8.0
108397,23902,0099143712,8.0
108406,271705,0099143712,8.0
108416,11676,0552143774,9.0
108426,94853,0552143774,7.0
108444,224646,0552143774,6.0
108454,11676,0860074382,7.0
108465,122429,0860074382,9.0
108467,149908,0860074382,8.0
108472,200226,0860074382,8.0
108477,225232,0860074382,8.0
108480,275970,0860074382,10.0
108485,30735,0679426140,10.0
108509,11676,0743420373,8.0
108512,147847,0743420373,5.0
108513,153662,0743420373,10.0
108530,12538,0440219760,7.0
108544,177432,0679736662,8.0
108545,196502,0679736662,7.0
108546,225595,0679736662,10.0
108547,236058,0679736662,9.0
108558,232945,0061013315,7.0
108561,8067,0312954166,7.0
108562,156467,0312954166,10.0
108567,21014,0385318073,8.0
108572,109955,0385318073,10.0
108573,113519,0385318073,8.0
108587,11676,0399149783,10.0
108593,98391,0399149783,10.0
108595,158295,0399149783,8.0
108599,241980,0399149783,7.0
108601,11676,042506154X,6.0
108607,30735,0449221512,10.0
108608,35859,0449221512,7.0
108611,70415,0449221512,8.0
108615,83287,0449221512,9.0
108620,104636,0449221512,9.0
108627,130571,0449221512,8.0
108629,149908,0449221512,8.0
108630,156269,0449221512,8.0
108631,162052,0449221512,10.0
108632,164323,0449221512,8.0
108636,177432,0449221512,8.0
108641,208671,0449221512,7.0
108646,231210,0449221512,7.0
108648,234828,0449221512,7.0
108649,236340,0449221512,8.0
108652,258534,0449221512,9.0
108654,274301,0449221512,10.0
108660,52614,0525946284,10.0
108661,55187,0525946284,8.0
108670,229011,0525946284,9.0
108674,156269,0804107386,7.0
108679,6543,1400031362,8.0
108687,56959,1400031362,10.0
108689,70594,1400031362,9.0
108694,89602,1400031362,7.0
108697,110912,1400031362,10.0
108698,110934,1400031362,9.0
108700,114988,1400031362,8.0
108710,190925,1400031362,9.0
108713,210485,1400031362,9.0
108721,233911,1400031362,10.0
108732,251394,0064472612,5.0
108733,209516,0140435530,9.0
108737,60244,0156012197,10.0
108739,83637,0156012197,10.0
108743,148258,0156012197,10.0
108744,158226,0156012197,8.0
108745,164533,0156012197,9.0
108747,182085,0156012197,10.0
108748,201290,0156012197,9.0
108761,11676,044020352X,6.0
108762,31556,044020352X,8.0
108765,93047,044020352X,8.0
108766,146348,044020352X,8.0
108770,264321,044020352X,5.0
108780,89602,0449221180,8.0
108783,110934,0449221180,8.0
108791,236283,0449221180,10.0
108796,35859,0689846088,9.0
108810,35859,0393314804,2.0
108814,134434,0393314804,7.0
108818,236058,0393314804,8.0
108828,136139,0553107755,10.0
108832,275970,0553107755,8.0
108834,11676,1853260150,7.0
108835,39467,1853260150,10.0
108840,95359,1853260150,10.0
108844,162738,1853260150,8.0
108848,239594,1853260150,9.0
108859,11676,0312168748,10.0
108860,123883,0312168748,5.0
108863,75591,0385261756,7.0
108870,21014,0439101360,7.0
108872,35836,038073186X,6.0
108880,240144,038073186X,7.0
108882,11676,0440195934,8.0
108883,31826,0440195934,10.0
108885,88733,0440195934,9.0
108893,235282,0440195934,7.0
108896,264082,0440195934,7.0
108898,12824,088038722X,5.0
108900,101851,088038722X,7.0
108901,177458,088038722X,6.0
108902,257204,088038722X,10.0
108905,11676,0140314202,10.0
108906,56959,0140314202,10.0
108907,189835,0140314202,5.0
108911,264082,0330352091,5.0
108920,11676,2070414574,8.0
108934,269566,014032870X,8.0
108941,55490,0345396669,10.0
108944,242465,0345396669,10.0
108945,258534,0345396669,8.0
108951,11676,0486280594,9.0
108955,8681,0151005346,8.0
108958,204864,0151005346,10.0
108963,164533,0156004011,7.0
108966,201290,0156004011,6.0
108970,69078,0156005204,9.0
108974,271705,0156005204,10.0
108977,201290,0156006243,8.0
108980,6242,0156006391,5.0
108981,6575,0156006391,9.0
108984,201290,0156006391,9.0
108985,204864,0156006391,10.0
108991,251844,0156006391,8.0
109002,229551,0156010593,3.0
109009,11676,0345449347,7.0
109013,46398,0345449347,3.0
109022,142524,0345449347,7.0
109044,11676,0375701907,9.0
109050,60244,0375701907,9.0
109053,78834,0375701907,8.0
109069,275970,0375701907,8.0
109071,66942,0375724958,6.0
109072,101606,0375724958,9.0
109076,100906,067973855X,9.0
109078,275970,067973855X,8.0
109080,6575,0679745203,8.0
109082,8681,0679745203,8.0
109084,11676,0679745203,10.0
109085,14422,0679745203,5.0
109086,16795,0679745203,7.0
109088,23902,0679745203,9.0
109097,40889,0679745203,7.0
109098,46398,0679745203,5.0
109101,55187,0679745203,7.0
109107,73681,0679745203,9.0
109115,91113,0679745203,7.0
109123,110934,0679745203,9.0
109150,218608,0679745203,8.0
109158,248718,0679745203,9.0
109163,266226,0679745203,10.0
109176,248718,067977744X,10.0
109178,248718,0679777458,10.0
109180,248718,0679777466,10.0
109182,248718,0679777474,10.0
109184,248718,0679777482,10.0
109186,6242,0679777547,6.0
109187,11676,0679777547,9.0
109188,12982,0679777547,8.0
109197,204864,0679777547,10.0
109205,11676,0804115613,8.0
109207,16795,0804115613,7.0
109210,35859,0804115613,9.0
109215,105028,0804115613,9.0
109230,252695,0804115613,9.0
109235,189973,0345396456,5.0
109240,23902,034543479X,10.0
109241,25409,034543479X,10.0
109247,89602,034543479X,5.0
109248,92810,034543479X,8.0
109266,214786,034543479X,10.0
109269,230522,034543479X,7.0
109276,6242,0002244098,5.0
109279,6242,0006385370,7.0
109280,6242,0006480608,7.0
109281,6242,0140252525,7.0
109284,6242,0140277439,6.0
109288,127359,0140277439,9.0
109290,164323,0140277439,9.0
109294,6242,0140283641,7.0
109297,217318,0140283641,10.0
109298,6242,0140285822,5.0
109299,6242,0140291091,3.0
109300,23902,0140291091,8.0
109302,187145,0140291091,9.0
109304,248718,0140291091,8.0
109305,6242,014029984X,6.0
109306,177458,014029984X,9.0
109308,6242,0141000252,6.0
109310,6242,0143033603,7.0
109311,6242,015100658X,5.0
109313,6242,0156012022,7.0
109315,6242,0312130279,7.0
109327,251394,0312130279,8.0
109328,271448,0312130279,8.0
109329,6242,0312199406,5.0
109333,187145,0312199406,8.0
109335,270713,0312199406,8.0
109336,6242,0312205546,5.0
109337,6242,0312267568,5.0
109338,6543,0312267568,9.0
109341,122429,0312267568,8.0
109342,6242,0312283377,5.0
109344,6242,0312301731,7.0
109346,6242,0330392611,7.0
109352,268932,0330392611,8.0
109353,6242,0340728256,6.0
109354,194600,0340728256,4.0
109356,6242,0345417941,7.0
109360,6242,0345419030,5.0
109361,6242,0374521956,8.0
109362,76499,0374521956,10.0
109364,6242,0375705198,6.0
109367,23768,0375705198,7.0
109368,37644,0375705198,7.0
109369,37712,0375705198,7.0
109380,109955,0375705198,7.0
109381,113270,0375705198,10.0
109383,130571,0375705198,7.0
109390,200226,0375705198,9.0
109396,6242,037570745X,7.0
109407,6242,0375724834,7.0
109409,69078,0375724834,6.0
109419,246311,0375724834,7.0
109420,255489,0375724834,8.0
109421,6242,0385333641,6.0
109423,6242,0385333706,5.0
109429,6242,0385475772,7.0
109430,11676,0385475772,8.0
109445,148258,0385475772,5.0
109449,6242,0385720327,6.0
109452,6242,0385720467,7.0
109453,16795,0385720467,9.0
109458,35857,0385720467,6.0
109465,142524,0385720467,8.0
109480,6242,0449910830,7.0
109481,11676,0449910830,7.0
109484,60244,0449910830,8.0
109495,6242,0452270073,5.0
109497,85526,0452270073,8.0
109503,6242,0452272726,5.0
109507,6242,0521662605,3.0
109509,6242,0525941916,5.0
109510,6242,0571212212,7.0
109511,6242,0670872202,5.0
109512,6242,0671679430,6.0
109514,86189,0671679430,7.0
109517,268932,0671679430,5.0
109518,6242,0676971997,7.0
109521,6242,0679455116,5.0
109522,11676,0679455116,10.0
109533,6242,0679724362,6.0
109534,11676,0679724362,8.0
109541,100906,0679724362,8.0
109554,6242,0679731156,7.0
109558,6242,0679767207,5.0
109562,6242,0679767770,7.0
109565,6242,0684195488,7.0
109567,38023,0684195488,7.0
109570,69078,0684195488,6.0
109582,258534,0684195488,8.0
109584,6242,0684800713,6.0
109590,56447,0684800713,3.0
109609,187145,0684800713,9.0
109611,229741,0684800713,8.0
109614,6242,0684803356,7.0
109616,23902,0684803356,7.0
109619,66942,0684803356,5.0
109621,85526,0684803356,8.0
109624,159506,0684803356,10.0
109628,214786,0684803356,10.0
109632,6242,0684850273,5.0
109633,11676,0684850273,8.0
109645,6242,0684852225,6.0
109647,11676,0684852225,5.0
109648,36907,0684852225,10.0
109649,39281,0684852225,5.0
109657,224646,0684852225,5.0
109658,6242,0684853868,5.0
109659,89602,0684853868,5.0
109660,6242,0684865726,5.0
109664,6242,074341005X,6.0
109668,264525,074341005X,10.0
109669,6242,0747545634,7.0
109678,6242,0767902041,5.0
109686,6242,0767903382,7.0
109698,89602,0767903382,8.0
109713,239584,0767903382,7.0
109717,277427,0767903382,10.0
109718,6242,0771014538,5.0
109720,6242,0771014902,6.0
109721,6242,0771041837,5.0
109722,6242,0771054602,6.0
109724,6242,0771079567,6.0
109727,6242,0771095651,5.0
109729,6242,0773759697,7.0
109730,6242,0802137849,7.0
109731,6242,0864922299,5.0
109732,6242,0888012055,7.0
109734,6242,0889951926,6.0
109737,6242,0920897533,6.0
109741,6242,1550135570,6.0
109742,6242,1550541129,3.0
109743,11676,1550541129,10.0
109744,37950,1550541129,7.0
109752,6242,1550548166,8.0
109754,6242,1550548409,7.0
109755,6242,1551924579,5.0
109757,6242,1552630110,7.0
109760,6242,1552633470,6.0
109762,6242,1552634523,3.0
109763,6242,1552782395,6.0
109765,6242,156924703X,6.0
109766,6242,1569471169,5.0
109767,8245,1569471169,7.0
109768,6242,1573229717,5.0
109769,11676,1573229717,8.0
109771,6242,1861590466,5.0
109772,6242,1861591799,7.0
109773,6242,1894294424,8.0
109776,6242,1895411416,7.0
109777,6242,1895837618,6.0
109779,93629,0671439162,7.0
109783,96448,0425166090,9.0
109792,6575,0894808249,6.0
109794,11676,0894808249,3.0
109798,35859,0894808249,10.0
109799,52917,0894808249,6.0
109800,55492,0894808249,8.0
109807,123094,0894808249,10.0
109808,125519,0894808249,10.0
109809,127200,0894808249,8.0
109811,132836,0894808249,9.0
109814,164096,0894808249,9.0
109815,177072,0894808249,9.0
109816,180378,0894808249,9.0
109819,196077,0894808249,7.0
109822,227447,0894808249,9.0
109831,11676,044021873X,5.0
109836,135149,044021873X,7.0
109838,163973,044021873X,9.0
109839,173415,044021873X,7.0
109844,258534,044021873X,10.0
109845,6251,0020223722,10.0
109846,23902,0020223722,5.0
109848,6251,0020446500,8.0
109849,11676,0020446500,8.0
109850,30711,0020446500,8.0
109856,6251,0024103411,7.0
109857,6251,0027582000,10.0
109859,6251,0028610105,10.0
109861,106007,0028610105,10.0
109863,11676,0060005424,10.0
109869,112001,0060005424,10.0
109888,214786,0060083948,8.0
109890,241198,0060083948,7.0
109895,31315,0060167688,9.0
109896,85656,0060167688,10.0
109897,235105,0060167688,8.0
109898,6251,0060177888,9.0
109900,17950,0060177888,8.0
109902,31826,0060177888,10.0
109910,156150,0060244151,10.0
109911,6251,0060256680,10.0
109914,6251,0060256745,10.0
109916,101851,0060812451,9.0
109920,69078,0060812508,9.0
109928,173415,0060924926,6.0
109933,11676,0060931221,8.0
109935,89602,0060931221,7.0
109937,94347,0060931221,5.0
109944,95359,0060953225,6.0
109945,100906,0060953225,9.0
109946,129851,0060953225,7.0
109947,6251,0060955597,7.0
109948,143175,0060955597,8.0
109949,6251,0060960833,8.0
109950,11676,0060964057,10.0
109953,136139,0060964057,9.0
109962,252820,0060974486,7.0
109967,43910,0060977744,7.0
109970,60244,0060977744,8.0
109974,83637,0060977744,8.0
109975,97754,0060977744,5.0
109981,230522,0060977744,10.0
109984,11676,0061013579,10.0
109985,28634,0061013579,10.0
109986,109574,0061013579,9.0
109989,104636,0061080969,8.0
109992,11676,0061096105,9.0
109997,67840,0061096105,8.0
110007,11676,0061096164,7.0
110008,98758,0061096164,9.0
110010,171118,0061096164,6.0
110011,180378,0061096164,10.0
110014,11676,0061097667,7.0
110033,6251,0062734547,6.0
110035,11993,0064400018,10.0
110037,21014,0064400018,10.0
110041,38023,0064400018,10.0
110042,40943,0064400018,10.0
110046,95932,0064400018,9.0
110047,101209,0064400018,10.0
110048,104636,0064400018,9.0
110050,110934,0064400018,8.0
110052,130554,0064400018,7.0
110053,174304,0064400018,9.0
110055,185384,0064400018,9.0
110061,11676,006440031X,7.0
110062,11993,006440031X,7.0
110063,21014,006440031X,10.0
110064,104636,006440031X,9.0
110066,114368,006440031X,5.0
110067,200226,006440031X,5.0
110070,6251,0064400565,10.0
110074,48494,0064400565,10.0
110075,51883,0064400565,10.0
110078,88733,0064400565,9.0
110079,110934,0064400565,8.0
110081,150979,0064400565,9.0
110086,6251,0064402053,10.0
110091,109574,0064402053,10.0
110093,143253,0064402053,10.0
110094,170513,0064402053,6.0
110095,189835,0064402053,5.0
110098,11676,0064403319,10.0
110104,110934,0064403319,7.0
110112,6251,0064430677,10.0
110115,11676,0066209773,9.0
110116,89602,0066209773,8.0
110118,142524,0066209773,9.0
110122,239584,0066209773,10.0
110123,246311,0066209773,9.0
110124,6251,0066211662,6.0
110125,11676,0066211662,8.0
110126,231210,0066211662,6.0
110133,105517,0140055770,5.0
110151,6251,014017737X,9.0
110152,21014,014017737X,7.0
110159,109901,014017737X,8.0
110162,174304,014017737X,10.0
110163,189835,014017737X,5.0
110168,217106,014017737X,9.0
110174,56399,0140177388,10.0
110177,109901,0140177388,8.0
110180,189835,0140177388,5.0
110182,224646,0140177388,9.0
110187,11676,0140274782,9.0
110190,88733,0140274782,7.0
110199,11676,0140282777,8.0
110200,15408,0140282777,8.0
110202,78834,0140282777,8.0
110206,6251,0140328696,9.0
110209,60244,0140328696,9.0
110212,88733,0140328696,9.0
110215,100906,0140328696,10.0
110216,105979,0140328696,7.0
110217,185384,0140328696,9.0
110218,197659,0140328696,7.0
110225,269566,0140328696,9.0
110231,30711,0140345353,8.0
110234,76499,0140345353,10.0
110236,107784,0140345353,5.0
110247,6251,0140390316,8.0
110248,11676,0140390316,10.0
110252,204864,0140390316,9.0
110259,6251,014050639X,10.0
110260,179978,014050639X,10.0
110262,185384,014050639X,8.0
110268,95010,0141309199,6.0
110274,78834,0142000221,10.0
110288,168047,0151006040,10.0
110291,235105,0151006040,8.0
110292,242083,0151006040,8.0
110293,6251,0152018255,10.0
110294,6251,0152420371,10.0
110310,37712,0156028778,4.0
110315,89602,0156028778,7.0
110330,211426,0156028778,8.0
110337,229551,0156028778,10.0
110342,6251,0156189216,10.0
110343,6251,0156717204,7.0
110349,6251,0201107120,7.0
110350,6251,0201626705,7.0
110358,185233,0307001040,5.0
110360,15408,0307001342,6.0
110362,35859,0307001369,10.0
110364,16795,0307001377,5.0
110365,172742,0307001377,8.0
110366,185233,030701021X,5.0
110367,11676,0307010856,10.0
110369,95359,0307010856,10.0
110370,185233,0307010856,9.0
110371,249894,0307010856,8.0
110372,51883,0307020460,10.0
110374,153662,0307020460,9.0
110376,166596,0307030717,5.0
110377,185233,0307030717,5.0
110378,6251,0307122379,8.0
110379,35859,0307301400,10.0
110382,185233,0307302024,8.0
110383,6251,0307960374,10.0
110384,153662,0307988384,7.0
110385,6251,0312112629,10.0
110386,25601,0312144504,8.0
110388,110934,0312168675,10.0
110389,6251,0312327188,9.0
110390,14422,031242258X,7.0
110392,89602,031242258X,7.0
110394,231210,031242258X,9.0
110396,114988,0312858787,8.0
110402,6251,0312952716,8.0
110403,12982,0312952716,8.0
110405,25981,0312952716,5.0
110416,98758,0312952716,9.0
110426,214786,0312952716,9.0
110427,225595,0312952716,10.0
110432,52199,0312954468,8.0
110435,168047,0312954468,10.0
110446,89602,0312969228,7.0
110447,171118,0312969228,7.0
110451,248718,0312969228,5.0
110452,6251,0312980140,7.0
110453,6543,0312980140,8.0
110454,6575,0312980140,9.0
110455,7346,0312980140,8.0
110457,8067,0312980140,10.0
110459,15418,0312980140,8.0
110460,16795,0312980140,6.0
110461,25981,0312980140,10.0
110464,35859,0312980140,8.0
110466,38273,0312980140,7.0
110469,43246,0312980140,5.0
110478,76151,0312980140,10.0
110484,104636,0312980140,9.0
110485,106007,0312980140,6.0
110487,110934,0312980140,9.0
110493,136382,0312980140,8.0
110500,162639,0312980140,10.0
110502,177072,0312980140,9.0
110508,190925,0312980140,7.0
110511,196077,0312980140,10.0
110527,241980,0312980140,10.0
110529,245410,0312980140,8.0
110531,247447,0312980140,9.0
110536,258534,0312980140,10.0
110539,265115,0312980140,10.0
110544,6251,0316139289,7.0
110545,6251,0316460842,9.0
110546,6251,0316548189,9.0
110548,23768,0316548189,10.0
110558,11676,0316693294,10.0
110562,55490,0316693294,10.0
110567,95359,0316693294,8.0
110580,158295,0316693294,7.0
110582,166123,0316693294,8.0
110585,178522,0316693294,9.0
110590,218552,0316693294,7.0
110595,48494,0316955191,5.0
110598,6251,0345326342,8.0
110599,11676,0345326342,5.0
110602,171118,0345326342,4.0
110605,227447,0345326342,5.0
110607,252820,0345326342,5.0
110608,6251,0345330455,7.0
110609,127200,0345330455,8.0
110610,185233,0345330455,5.0
110611,6251,0345335236,9.0
110625,101851,0345338588,9.0
110632,177432,0345338588,9.0
110635,216683,0345338588,10.0
110636,219683,0345338588,5.0
110641,245410,0345338588,8.0
110642,261829,0345338588,9.0
110646,248718,0345362497,10.0
110649,78783,0345377702,9.0
110651,177072,0345377702,8.0
110653,227447,0345377702,5.0
110657,39281,0345422473,9.0
110661,129074,0345422473,7.0
110662,135149,0345422473,8.0
110667,11676,034542705X,10.0
110668,12538,034542705X,10.0
110680,94347,0345433017,6.0
110695,187517,034543885X,9.0
110696,6251,0345440145,7.0
110698,78834,0345440145,10.0
110699,87555,0345440145,9.0
110713,223501,0374184232,6.0
110715,254206,0374184232,9.0
110718,100906,0374413312,10.0
110721,76626,0374423075,8.0
110722,100906,0374423075,10.0
110724,275970,0374423075,8.0
110726,6251,0374525234,8.0
110731,88693,0374529035,8.0
110733,122429,0374529035,8.0
110748,146348,0375502025,9.0
110752,178522,0375502025,10.0
110756,245827,0375502025,5.0
110759,6251,0375810838,10.0
110760,7286,0375826688,9.0
110767,81560,0375826688,8.0
110772,98391,0375826688,10.0
110775,130554,0375826688,10.0
110776,135149,0375826688,8.0
110788,6251,0380009471,10.0
110789,29259,0380009471,9.0
110791,95359,0380009471,9.0
110794,196502,0380009471,8.0
110796,251843,0380009471,10.0
110797,6251,0380017199,10.0
110799,60337,0380707799,10.0
110804,38273,0380714752,10.0
110813,104636,0380714752,9.0
110817,196502,0380714752,7.0
110821,235105,0380714752,8.0
110830,83287,0380720477,10.0
110832,163973,0380720477,8.0
110833,11676,0380725231,8.0
110835,83637,0380725231,7.0
110838,105028,0380725231,7.0
110841,146113,0380725231,7.0
110850,241980,0380725231,10.0
110869,6251,0380731398,8.0
110870,89602,0380731398,8.0
110875,83671,0380778726,8.0
110876,106007,0380778726,10.0
110885,7346,0380778785,6.0
110889,6251,038078047X,7.0
110890,145449,038078047X,10.0
110900,11676,0380817624,5.0
110902,11676,0380818973,5.0
110903,14422,0380818973,5.0
110904,25409,0380818973,7.0
110908,56554,0380818973,9.0
110916,125774,0380818973,8.0
110922,266056,0380818973,7.0
110923,6251,0385176228,10.0
110929,75591,0385315511,9.0
110936,6251,0385468628,10.0
110938,162738,0385471432,9.0
110941,95359,0385480539,5.0
110948,75819,0385495641,7.0
110954,246311,0385495641,9.0
110956,11676,038550120X,10.0
110965,31315,038550120X,6.0
110971,53220,038550120X,8.0
110973,60337,038550120X,8.0
110975,75819,038550120X,8.0
110976,76151,038550120X,10.0
110989,114368,038550120X,9.0
110990,115003,038550120X,8.0
110995,125519,038550120X,9.0
110996,130571,038550120X,8.0
110999,140358,038550120X,5.0
111011,187256,038550120X,9.0
111019,210485,038550120X,7.0
111028,252820,038550120X,7.0
111037,11676,0385507836,6.0
111046,76499,0393316041,10.0
111048,114988,0393316041,8.0
111057,258152,0393316041,9.0
111058,23768,0394423291,8.0
111059,145449,0394578074,8.0
111062,6251,0394837037,10.0
111064,31556,0394849558,7.0
111067,6251,0394889568,9.0
111068,6251,0395304482,10.0
111070,6251,0395498589,10.0
111071,6251,0395713730,10.0
111072,11676,0395860296,4.0
111080,182993,0395866502,9.0
111083,218608,0395866502,9.0
111090,87141,0399133453,8.0
111095,234828,0399133453,8.0
111096,254206,0399133453,9.0
111104,245827,0399137734,10.0
111106,11676,0399138250,8.0
111113,140358,0399138250,5.0
111119,254899,0399138250,8.0
111121,6251,0399233881,10.0
111122,6251,039923392X,10.0
111123,16795,039923392X,5.0
111124,6251,0399238786,9.0
111126,127359,0399238786,9.0
111127,142524,0399238786,10.0
111131,6251,0399238794,9.0
111132,30711,0399238794,9.0
111134,127359,0399238794,8.0
111135,142524,0399238794,9.0
111136,204864,0399504877,8.0
111138,6251,0425095517,10.0
111143,70594,0425097722,8.0
111146,93047,0425097722,7.0
111150,109574,0425097722,8.0
111151,127359,0425097722,8.0
111152,128835,0425097722,8.0
111160,6251,0425103285,10.0
111161,31556,0425103285,10.0
111165,153662,0425103285,10.0
111166,6251,0425153061,9.0
111174,265889,0425166422,9.0
111175,271448,0425166422,5.0
111176,6251,0425167054,10.0
111177,153662,042517428X,10.0
111178,6251,042519485X,8.0
111181,69697,042519485X,8.0
111182,78783,042519485X,7.0
111184,98391,042519485X,9.0
111186,115002,042519485X,6.0
111193,76499,0435905554,10.0
111199,96448,0439076668,8.0
111201,6251,0439087171,10.0
111202,179978,0439087171,10.0
111204,6251,0439162521,8.0
111211,240403,0439531640,8.0
111214,11676,044022103X,8.0
111216,16795,044022103X,8.0
111217,21014,044022103X,8.0
111227,95359,044022103X,8.0
111230,110934,044022103X,9.0
111242,150979,044022103X,9.0
111246,182993,044022103X,9.0
111248,194600,044022103X,10.0
111260,274301,044022103X,10.0
111265,270713,0440223253,6.0
111268,7346,0440224705,7.0
111269,11676,0440224705,5.0
111278,48025,0440224705,5.0
111288,156269,0440224705,8.0
111290,183995,0440224705,5.0
111294,225087,0440224705,10.0
111300,270713,0440224705,7.0
111301,11676,0440225299,10.0
111321,236340,0440225299,7.0
111325,23768,0440226198,9.0
111329,95932,0440226198,7.0
111330,110934,0440226198,9.0
111334,211426,0440226198,10.0
111335,231210,0440226198,9.0
111337,6251,0440400597,9.0
111338,89602,0440400597,8.0
111339,153662,0440400597,9.0
111340,185384,0440400597,9.0
111341,189835,0440400597,5.0
111348,95359,0440404193,10.0
111350,114368,0440404193,5.0
111354,165308,0440404193,10.0
111355,174304,0440404193,9.0
111356,184532,0440404193,10.0
111357,196077,0440404193,10.0
111359,230522,0440404193,9.0
111362,244627,0440404193,10.0
111365,6251,0440430712,10.0
111366,130554,0440430712,7.0
111367,162639,0440430712,10.0
111369,189139,0440430712,7.0
111372,6251,0440487617,10.0
111373,11676,0440487617,7.0
111377,56959,0440487617,10.0
111378,76626,0440487617,6.0
111382,95359,0440487617,8.0
111387,128835,0440487617,9.0
111389,165308,0440487617,9.0
111391,196160,0440487617,9.0
111392,197659,0440487617,9.0
111404,11676,0440944597,8.0
111411,184299,0440944597,7.0
111418,268110,0440944597,2.0
111420,6251,0440952522,9.0
111421,7346,0440952522,7.0
111424,55490,0440952522,10.0
111427,189139,0440952522,6.0
111432,142524,0441007554,10.0
111437,222204,0441007554,9.0
111441,79441,0441359175,9.0
111450,196160,0441359175,8.0
111452,254899,0441359175,9.0
111455,6251,0445205377,10.0
111465,93629,0446351709,8.0
111466,156150,0446351709,9.0
111469,225087,0446351709,7.0
111471,266226,0446351709,8.0
111475,11676,0446391301,7.0
111483,75591,0446391301,10.0
111488,95359,0446391301,9.0
111502,204864,0446391301,10.0
111505,229741,0446391301,8.0
111508,239584,0446391301,10.0
111513,275970,0446391301,7.0
111514,11676,0446393746,7.0
111515,156467,0446393746,10.0
111526,187256,0446519804,9.0
111529,251843,0446519804,10.0
111535,208406,0446522570,7.0
111543,11676,0446610798,9.0
111546,114988,0446610798,7.0
111547,6251,0446611328,7.0
111552,100906,0446674249,9.0
111553,101606,0446674249,8.0
111558,204864,0446674249,10.0
111561,6251,0446675504,10.0
111563,25981,0449223833,7.0
111565,56959,0449223833,10.0
111566,177432,0449223833,9.0
111569,190925,0449223833,9.0
111570,196160,0449223833,8.0
111573,241666,0449223833,8.0
111579,75591,0449908798,10.0
111582,95359,0449908798,9.0
111583,143415,0449908798,5.0
111589,204864,0449908798,6.0
111590,236058,0449908798,8.0
111594,271448,0449908798,8.0
111595,189835,0451163443,5.0
111596,11676,0451167872,8.0
111610,278418,0451173392,6.0
111614,190925,0451182960,8.0
111617,240144,0451182960,8.0
111618,265115,0451182960,10.0
111619,35859,0451191986,4.0
111624,182085,0451196856,9.0
111629,235935,0451196856,5.0
111632,6251,0451199634,8.0
111635,98391,045120834X,9.0
111638,25409,0451210727,6.0
111640,98391,0451210727,10.0
111642,265889,0451210727,9.0
111643,98391,0451458753,9.0
111646,123094,0451523040,10.0
111647,248718,0451523040,10.0
111649,21014,0452265169,8.0
111650,89602,0452265169,7.0
111674,106007,0486268756,9.0
111683,30276,0515123498,7.0
111689,10560,0515134457,10.0
111691,31315,0515134457,10.0
111693,76151,0515134457,10.0
111694,89602,0515134457,7.0
111697,171118,0515134457,5.0
111702,245410,0515134457,8.0
111704,10560,0515134511,9.0
111705,31315,0515134511,10.0
111706,76151,0515134511,10.0
111707,89602,0515134511,8.0
111712,245410,0515134511,8.0
111713,6251,0517093650,9.0
111714,11676,0517093650,5.0
111715,63956,0517093650,9.0
111718,102702,0517093650,8.0
111720,246311,0517093650,10.0
111722,6251,0517881225,9.0
111727,185233,0525934197,5.0
111733,6251,0553151657,10.0
111734,11676,0553151657,9.0
111738,89602,0553205803,5.0
111744,129716,0553251996,9.0
111749,210485,0553251996,9.0
111751,194600,0553271105,7.0
111755,162052,0553274422,8.0
111757,240543,0553287575,8.0
111758,11676,055328942X,10.0
111769,110912,055328942X,10.0
111770,113270,055328942X,10.0
111784,6251,0553342762,7.0
111786,142524,0553342762,7.0
111789,31556,0553542524,5.0
111792,93047,0553560077,6.0
